,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AT.SFTPC.UGDH,7.80E-08,0.802383701,0.54,0.449,0.002435071,AT.SFTPC,UGDH
AT.SFTPC.ATP5F1E,3.53E-29,0.780634205,0.647,0.396,1.10E-24,AT.SFTPC,ATP5F1E
AT.SFTPC.EPHX11,1.51E-14,0.779033607,0.673,0.572,4.71E-10,AT.SFTPC,EPHX1
AT.SFTPC.ATP1B11,4.17E-26,0.776131179,0.947,0.903,1.30E-21,AT.SFTPC,ATP1B1
AT.SFTPC.SFTPB2,3.08E-15,0.769328674,0.68,0.585,9.60E-11,AT.SFTPC,SFTPB
AT.SFTPC.NAPSA2,1.36E-26,0.754986849,0.823,0.687,4.25E-22,AT.SFTPC,NAPSA
AT.SFTPC.RNASE11,3.70E-10,0.74417394,0.786,0.766,1.15E-05,AT.SFTPC,RNASE1
AT.SFTPC.ALDH3A21,1.28E-13,0.729627564,0.576,0.44,3.98E-09,AT.SFTPC,ALDH3A2
AT.SFTPC.ODC1,2.27E-07,0.720330262,0.578,0.48,0.007090557,AT.SFTPC,ODC1
AT.SFTPC.FOLR11,9.12E-26,0.713167678,0.647,0.446,2.85E-21,AT.SFTPC,FOLR1
AT.SFTPC.C16orf892,3.42E-24,0.708205207,0.714,0.519,1.07E-19,AT.SFTPC,C16orf89
AT.SFTPC.SCGB1A11,6.91E-06,0.70608915,0.32,0.413,0.215758335,AT.SFTPC,SCGB1A1
AT.SFTPC.S100P,5.52E-08,0.695917503,0.46,0.389,0.001721357,AT.SFTPC,S100P
AT.SFTPC.CES11,9.32E-13,0.677314725,0.288,0.16,2.91E-08,AT.SFTPC,CES1
AT.SFTPC.ALPL1,1.47E-15,0.663060723,0.415,0.239,4.58E-11,AT.SFTPC,ALPL
AT.SFTPC.UCHL1,2.03E-11,0.652475067,0.252,0.139,6.33E-07,AT.SFTPC,UCHL1
AT.SFTPC.SCGB3A21,0.000640493,0.64919234,0.509,0.464,1,AT.SFTPC,SCGB3A2
AT.SFTPC.MT-ND21,9.94E-23,0.628541856,0.993,0.988,3.10E-18,AT.SFTPC,MT-ND2
AT.SFTPC.KCNE41,2.95E-10,0.627713757,0.216,0.111,9.22E-06,AT.SFTPC,KCNE4
AT.SFTPC.NNMT1,4.05E-09,0.627562133,0.524,0.429,0.000126532,AT.SFTPC,NNMT
AT.SFTPC.CXCL171,4.47E-16,0.624687913,0.799,0.681,1.40E-11,AT.SFTPC,CXCL17
AT.SFTPC.MUC12,1.09E-25,0.610284913,0.912,0.817,3.39E-21,AT.SFTPC,MUC1
AT.SFTPC.TCIM1,1.93E-18,0.610094201,0.484,0.288,6.04E-14,AT.SFTPC,TCIM
AT.SFTPC.ELOB,2.01E-22,0.602219782,0.62,0.377,6.28E-18,AT.SFTPC,ELOB
AT.SFTPC.AQP32,2.14E-26,0.593771831,0.783,0.563,6.69E-22,AT.SFTPC,AQP3
AT.SFTPC.BST22,1.66E-18,0.589494055,0.653,0.502,5.17E-14,AT.SFTPC,BST2
AT.SFTPC.ATP5PF,1.47E-21,0.589202671,0.58,0.348,4.58E-17,AT.SFTPC,ATP5PF
AT.SFTPC.CTSH1,8.07E-17,0.588083581,0.819,0.738,2.52E-12,AT.SFTPC,CTSH
AT.SFTPC.NQO1,2.48E-07,0.580806987,0.621,0.558,0.007741472,AT.SFTPC,NQO1
AT.SFTPC.JPT1,1.39E-20,0.57308172,0.459,0.26,4.34E-16,AT.SFTPC,JPT1
AT.SFTPC.SELENOW,3.43E-21,0.571628243,0.582,0.364,1.07E-16,AT.SFTPC,SELENOW
AT.SFTPC.ATP5MD,5.08E-22,0.565878191,0.569,0.341,1.58E-17,AT.SFTPC,ATP5MD
AT.SFTPC.ATP5MG,1.11E-22,0.56315425,0.614,0.373,3.48E-18,AT.SFTPC,ATP5MG
AT.SFTPC.ATP5MPL,3.06E-18,0.542969039,0.588,0.36,9.55E-14,AT.SFTPC,ATP5MPL
AT.SFTPC.BEX31,7.08E-22,0.533967126,0.513,0.309,2.21E-17,AT.SFTPC,BEX3
AT.SFTPC.CLU1,1.58E-12,0.526938069,0.653,0.534,4.95E-08,AT.SFTPC,CLU
AT.SFTPC.APOD,0.000837604,0.525626588,0.489,0.451,1,AT.SFTPC,APOD
AT.SFTPC.ATP5IF1,1.51E-20,0.523933144,0.567,0.339,4.72E-16,AT.SFTPC,ATP5IF1
AT.SFTPC.ATP5MC3,6.36E-22,0.52345693,0.556,0.337,1.99E-17,AT.SFTPC,ATP5MC3
AT.SFTPC.ACSL4,6.45E-07,0.5183849,0.355,0.236,0.020132293,AT.SFTPC,ACSL4
AT.SFTPC.SLC34A22,2.24E-12,0.517419467,0.776,0.662,6.98E-08,AT.SFTPC,SLC34A2
AT.SFTPC.SELENOP1,6.92E-20,0.515899514,0.555,0.32,2.16E-15,AT.SFTPC,SELENOP
AT.SFTPC.CYP4B12,1.22E-12,0.508618458,0.431,0.277,3.81E-08,AT.SFTPC,CYP4B1
AT.SFTPC.SERPINA11,2.46E-07,0.502703457,0.667,0.618,0.007680437,AT.SFTPC,SERPINA1
AT.SFTPC.TMEM59L,3.31E-12,0.502621451,0.269,0.164,1.03E-07,AT.SFTPC,TMEM59L
AT.SFTPC.ADGRF52,6.01E-11,0.500956048,0.597,0.46,1.87E-06,AT.SFTPC,ADGRF5
AT.SFTPC.ATP5F1B,1.18E-20,0.497153425,0.549,0.328,3.68E-16,AT.SFTPC,ATP5F1B
AT.SFTPC.HMGB31,3.73E-05,0.490540738,0.649,0.593,1,AT.SFTPC,HMGB3
AT.SFTPC.ATP5MF,6.43E-14,0.488241967,0.525,0.318,2.01E-09,AT.SFTPC,ATP5MF
AT.SFTPC.SELENBP11,2.35E-16,0.486941565,0.588,0.39,7.35E-12,AT.SFTPC,SELENBP1
AT.SFTPC.NPC21,4.04E-08,0.484815857,0.959,0.958,0.001261388,AT.SFTPC,NPC2
AT.SFTPC.ALDH21,2.29E-22,0.483924335,0.721,0.547,7.15E-18,AT.SFTPC,ALDH2
AT.SFTPC.MSLN2,3.20E-17,0.4816375,0.522,0.35,9.97E-13,AT.SFTPC,MSLN
AT.SFTPC.PIGR2,1.90E-09,0.478254681,0.45,0.323,5.94E-05,AT.SFTPC,PIGR
AT.SFTPC.ADI1,3.29E-13,0.474006743,0.777,0.689,1.03E-08,AT.SFTPC,ADI1
AT.SFTPC.SFTPD1,6.19E-06,0.472872943,0.367,0.274,0.193075318,AT.SFTPC,SFTPD
AT.SFTPC.CYB5A1,1.33E-16,0.472668932,0.879,0.795,4.16E-12,AT.SFTPC,CYB5A
AT.SFTPC.NEAT11,1.96E-15,0.468109427,0.981,0.98,6.12E-11,AT.SFTPC,NEAT1
AT.SFTPC.C22,1.34E-12,0.466239539,0.339,0.205,4.19E-08,AT.SFTPC,C2
AT.SFTPC.ATP5PD,3.25E-19,0.465296375,0.518,0.307,1.01E-14,AT.SFTPC,ATP5PD
AT.SFTPC.SSR41,4.83E-21,0.453335155,0.963,0.93,1.51E-16,AT.SFTPC,SSR4
AT.SFTPC.MT-ND51,3.44E-19,0.451506986,0.96,0.929,1.07E-14,AT.SFTPC,MT-ND5
AT.SFTPC.SLC22A312,2.22E-12,0.4513036,0.504,0.354,6.92E-08,AT.SFTPC,SLC22A31
AT.SFTPC.SPTSSA,1.65E-11,0.446523208,0.783,0.717,5.15E-07,AT.SFTPC,SPTSSA
AT.SFTPC.ATP5MC21,3.15E-16,0.446321938,0.588,0.364,9.83E-12,AT.SFTPC,ATP5MC2
AT.SFTPC.COPS9,1.93E-17,0.439592946,0.484,0.289,6.01E-13,AT.SFTPC,COPS9
AT.SFTPC.SLC7A21,3.58E-08,0.436913428,0.294,0.191,0.001117252,AT.SFTPC,SLC7A2
AT.SFTPC.ITM2B1,8.77E-23,0.434565102,0.96,0.911,2.74E-18,AT.SFTPC,ITM2B
AT.SFTPC.SEM1,1.31E-12,0.426569673,0.504,0.322,4.10E-08,AT.SFTPC,SEM1
AT.SFTPC.CD55,0.000423952,0.421504199,0.778,0.741,1,AT.SFTPC,CD55
AT.SFTPC.NORAD,1.81E-13,0.420263417,0.488,0.298,5.66E-09,AT.SFTPC,NORAD
AT.SFTPC.IFI273,4.98E-18,0.417871415,0.805,0.621,1.56E-13,AT.SFTPC,IFI27
AT.SFTPC.GNAS,2.46E-16,0.411983028,0.957,0.928,7.68E-12,AT.SFTPC,GNAS
AT.SFTPC.ATP5PO,5.19E-21,0.410974259,0.527,0.317,1.62E-16,AT.SFTPC,ATP5PO
AT.SFTPC.MALL1,2.32E-10,0.408267958,0.776,0.71,7.25E-06,AT.SFTPC,MALL
AT.SFTPC.AKR1B10,1.70E-07,0.407800552,0.151,0.078,0.005294929,AT.SFTPC,AKR1B10
AT.SFTPC.NKX2-12,8.95E-12,0.406736082,0.756,0.654,2.79E-07,AT.SFTPC,NKX2-1
AT.SFTPC.DRAM12,3.81E-12,0.405559921,0.532,0.382,1.19E-07,AT.SFTPC,DRAM1
AT.SFTPC.SELENOF,1.14E-18,0.40524023,0.514,0.318,3.57E-14,AT.SFTPC,SELENOF
AT.SFTPC.CD81,6.19E-15,0.404988155,0.853,0.775,1.93E-10,AT.SFTPC,CD81
AT.SFTPC.SFTA1P1,0.000366857,0.401316883,0.442,0.36,1,AT.SFTPC,SFTA1P
AT.SFTPC.MAGED1,1.01E-09,0.399827393,0.584,0.457,3.14E-05,AT.SFTPC,MAGED1
AT.SFTPC.SUSD22,1.26E-10,0.399147442,0.365,0.222,3.92E-06,AT.SFTPC,SUSD2
AT.SFTPC.LRRK21,3.56E-05,0.39589966,0.22,0.148,1,AT.SFTPC,LRRK2
AT.SFTPC.FASN1,8.63E-07,0.395311665,0.447,0.364,0.02694004,AT.SFTPC,FASN
AT.SFTPC.TMEM176B,8.62E-08,0.394314094,0.335,0.238,0.002689141,AT.SFTPC,TMEM176B
AT.SFTPC.ATP5F1A,1.19E-14,0.392706737,0.476,0.286,3.72E-10,AT.SFTPC,ATP5F1A
AT.SFTPC.DMBT11,0.0004005,0.392560627,0.119,0.076,1,AT.SFTPC,DMBT1
AT.SFTPC.IGLC3,4.26E-11,0.390870616,0.102,0.214,1.33E-06,AT.SFTPC,IGLC3
AT.SFTPC.F31,0.00104177,0.388984355,0.598,0.552,1,AT.SFTPC,F3
AT.SFTPC.MT-CYB2,6.09E-20,0.388907971,0.992,0.984,1.90E-15,AT.SFTPC,MT-CYB
AT.SFTPC.GPX3,3.33E-08,0.386888111,0.366,0.267,0.001039579,AT.SFTPC,GPX3
AT.SFTPA2.1.SFTPA21,1.39E-07,1.461512193,0.416,0.354,0.004341159,AT.SFTPA2.1,SFTPA2
AT.SFTPA2.1.SFTPA11,0.003588905,1.327597583,0.356,0.303,1,AT.SFTPA2.1,SFTPA1
AT.SFTPA2.1.SCGB3A22,1.37E-06,1.142456901,0.529,0.465,0.042762378,AT.SFTPA2.1,SCGB3A2
AT.SFTPA2.1.SFTPB3,6.70E-19,0.956050301,0.671,0.592,2.09E-14,AT.SFTPA2.1,SFTPB
AT.SFTPA2.1.SFTPC2,7.97E-07,0.932756071,0.446,0.412,0.024885712,AT.SFTPA2.1,SFTPC
AT.SFTPA2.1.EGR11,2.36E-45,0.898879041,0.778,0.539,7.38E-41,AT.SFTPA2.1,EGR1
AT.SFTPA2.1.LRRK22,8.54E-15,0.764606331,0.28,0.148,2.67E-10,AT.SFTPA2.1,LRRK2
AT.SFTPA2.1.FOS1,8.64E-57,0.758367091,0.959,0.857,2.70E-52,AT.SFTPA2.1,FOS
AT.SFTPA2.1.ZFP36L11,2.69E-47,0.747360896,0.958,0.929,8.40E-43,AT.SFTPA2.1,ZFP36L1
AT.SFTPA2.1.KLF61,5.04E-32,0.740547177,0.854,0.747,1.57E-27,AT.SFTPA2.1,KLF6
AT.SFTPA2.1.LTF1,5.35E-05,0.733596156,0.151,0.102,1,AT.SFTPA2.1,LTF
AT.SFTPA2.1.FOSB,7.99E-29,0.690898272,0.783,0.612,2.49E-24,AT.SFTPA2.1,FOSB
AT.SFTPA2.1.NEAT12,6.29E-39,0.682583779,0.997,0.979,1.96E-34,AT.SFTPA2.1,NEAT1
AT.SFTPA2.1.PGC3,2.83E-15,0.682088195,0.433,0.263,8.84E-11,AT.SFTPA2.1,PGC
AT.SFTPA2.1.BTG2,8.00E-28,0.651855985,0.663,0.456,2.50E-23,AT.SFTPA2.1,BTG2
AT.SFTPA2.1.ZFP362,9.12E-38,0.630343839,0.862,0.704,2.85E-33,AT.SFTPA2.1,ZFP36
AT.SFTPA2.1.RHOB,8.85E-33,0.624612644,0.874,0.778,2.76E-28,AT.SFTPA2.1,RHOB
AT.SFTPA2.1.PIGR3,1.98E-13,0.611387852,0.476,0.329,6.17E-09,AT.SFTPA2.1,PIGR
AT.SFTPA2.1.SFTA33,1.63E-25,0.606235945,0.733,0.601,5.09E-21,AT.SFTPA2.1,SFTA3
AT.SFTPA2.1.TCIM2,1.91E-08,0.585267965,0.426,0.305,0.00059689,AT.SFTPA2.1,TCIM
AT.SFTPA2.1.TXNIP5,1.78E-22,0.584249287,0.846,0.739,5.55E-18,AT.SFTPA2.1,TXNIP
AT.SFTPA2.1.JUN1,1.20E-26,0.582490662,0.954,0.889,3.74E-22,AT.SFTPA2.1,JUN
AT.SFTPA2.1.ABCA32,9.80E-15,0.581725666,0.356,0.215,3.06E-10,AT.SFTPA2.1,ABCA3
AT.SFTPA2.1.SFTPD2,6.30E-08,0.578773442,0.391,0.278,0.001964969,AT.SFTPA2.1,SFTPD
AT.SFTPA2.1.NR4A11,1.92E-24,0.577263748,0.499,0.324,5.98E-20,AT.SFTPA2.1,NR4A1
AT.SFTPA2.1.LAMP31,9.38E-06,0.564504871,0.209,0.126,0.292702247,AT.SFTPA2.1,LAMP3
AT.SFTPA2.1.C4BPA2,2.36E-09,0.563802087,0.317,0.21,7.36E-05,AT.SFTPA2.1,C4BPA
AT.SFTPA2.1.SOCS3,1.13E-15,0.549449923,0.636,0.486,3.52E-11,AT.SFTPA2.1,SOCS3
AT.SFTPA2.1.IRX32,1.95E-24,0.547979014,0.609,0.455,6.09E-20,AT.SFTPA2.1,IRX3
AT.SFTPA2.1.C16orf893,5.96E-24,0.545921448,0.717,0.531,1.86E-19,AT.SFTPA2.1,C16orf89
AT.SFTPA2.1.SLC34A23,2.70E-15,0.536874604,0.782,0.668,8.42E-11,AT.SFTPA2.1,SLC34A2
AT.SFTPA2.1.NKX2-13,7.17E-22,0.535517129,0.773,0.659,2.24E-17,AT.SFTPA2.1,NKX2-1
AT.SFTPA2.1.DUSP13,4.45E-30,0.531084468,0.904,0.799,1.39E-25,AT.SFTPA2.1,DUSP1
AT.SFTPA2.1.JUND2,3.01E-24,0.525955114,0.865,0.75,9.39E-20,AT.SFTPA2.1,JUND
AT.SFTPA2.1.TSC22D33,1.30E-27,0.522792288,0.782,0.655,4.05E-23,AT.SFTPA2.1,TSC22D3
AT.SFTPA2.1.SELENOP2,4.06E-11,0.516452998,0.462,0.342,1.27E-06,AT.SFTPA2.1,SELENOP
AT.SFTPA2.1.WSB11,2.17E-22,0.514733383,0.864,0.777,6.78E-18,AT.SFTPA2.1,WSB1
AT.SFTPA2.1.LPCAT11,9.91E-14,0.500799084,0.762,0.698,3.09E-09,AT.SFTPA2.1,LPCAT1
AT.SFTPA2.1.MCL12,8.92E-27,0.500678,0.85,0.764,2.78E-22,AT.SFTPA2.1,MCL1
AT.SFTPA2.1.KCNE42,1.29E-07,0.495738918,0.203,0.118,0.004017031,AT.SFTPA2.1,KCNE4
AT.SFTPA2.1.RNASE12,9.91E-13,0.495437305,0.847,0.763,3.09E-08,AT.SFTPA2.1,RNASE1
AT.SFTPA2.1.C33,1.18E-11,0.491207798,0.46,0.356,3.67E-07,AT.SFTPA2.1,C3
AT.SFTPA2.1.ALDH3A22,2.83E-08,0.490520301,0.556,0.45,0.000883232,AT.SFTPA2.1,ALDH3A2
AT.SFTPA2.1.DHCR242,3.25E-17,0.488528074,0.681,0.574,1.01E-12,AT.SFTPA2.1,DHCR24
AT.SFTPA2.1.DRAM13,2.38E-15,0.479691695,0.535,0.391,7.43E-11,AT.SFTPA2.1,DRAM1
